uid,id,x,y,time
5,0,5884830,993999,0
5,1,5888256,994827,118532
5,2,5886409,997197,198499
5,3,5886709,993737,213853
5,4,5887615,997588,262731
5,5,5888256,994827,266294
5,6,5877892,989639,279011
5,7,5885327,997944,294100
5,8,5887403,995767,430446
5,9,5886515,998541,462685
5,10,5886175,996567,524129
5,11,5885327,997944,551045
5,12,5884106,993041,606074
5,13,5888184,995263,691558
5,14,5880546,1002525,707164
5,15,5886115,996531,717618
5,16,5978155,1288554,774651
5,17,5885113,1006979,977047
5,18,5887403,995767,1058325
5,19,5887429,995815,1058340
5,20,5887118,1000483,1075006
5,21,5888256,994827,1113180
5,22,5886515,998541,1122065
5,23,5888256,994827,1197912
5,24,5885426,993681,1210619
5,25,5888256,994827,1254503
5,26,5887429,995815,1285274
5,27,5888256,994827,1337157
5,28,5888256,994827,1413632
5,29,5885388,993668,1470994
5,30,5889028,999287,1476491
5,31,5888256,994827,1521926
5,32,5888256,994827,1571560
5,33,5886157,996053,1581460
5,34,5888256,994827,1584378
5,35,5888256,994827,1776812
5,36,5885900,993401,2167262
4,0,3525916,1826617,6173077
4,1,3535583,1829522,6220219
4,2,3527671,1827814,6296155
4,3,3535523,1830072,6486316
4,4,3526377,1827103,6512250
4,5,3525863,1825779,6512312
4,6,3525528,1826624,6512365
4,7,3525400,1826608,6512434
4,8,3526665,1827307,6512501
4,9,3526462,1826659,6512697
4,10,3525388,1826079,6515311
4,11,3535639,1829225,6562033
4,12,3535566,1829161,6562054
4,13,3535555,1829535,6571403
4,14,3525349,1826565,6599698
4,15,3525958,1825791,6599837
4,16,3525562,1827107,6600632
4,17,3526462,1826659,6641080
4,18,3535583,1829522,6645095
4,19,3535447,1829522,6645230
4,20,3535582,1829631,6645247
4,21,3535583,1829522,6658824
4,22,3535583,1829522,6674280
4,23,3525619,1826600,6728021
4,24,3535583,1829522,6731467
4,25,3535493,1829487,6744045
4,26,3534695,1829409,6745494
4,27,3536065,1829215,6759961
4,28,3525400,1826608,6766863
4,29,3525388,1826079,6773861
4,30,3525400,1826608,6814607
4,31,3535583,1829522,6818830
4,32,3535694,1829454,6822412
4,33,3535583,1829522,6830052
4,34,3535974,1829606,6832449
4,35,3535875,1829640,6832579
4,36,3535781,1829841,6832646
4,37,3535555,1829535,6834566
4,38,3535608,1829614,6835773
4,39,3535583,1829522,6849221
4,40,3535587,1829631,6849534
4,41,3535622,1829454,6850898
4,42,3525400,1826608,6860082
4,43,3525528,1826624,6862470
4,44,3525908,1827113,6904962
4,45,3525400,1826608,6907231
4,46,3525528,1826624,6907263
4,47,3526465,1826279,6927329
4,48,3525528,1826624,6928180
4,49,3526006,1826648,6938355
4,50,3525400,1826608,7073162
4,51,3535583,1829522,7081805
4,52,3535523,1830072,7090087
4,53,3535583,1829522,7095047
4,54,3525400,1826608,7113087
4,55,3535923,1829577,7176636
4,56,3535912,1829615,7176729
4,57,3535931,1829684,7177076
4,58,3535879,1829638,7177118
4,59,3535471,1829601,7179612
4,60,3535583,1829522,7280161
4,61,3524904,1841750,7344676
4,62,3565512,1783770,7616550
4,63,3535523,1830072,7697637
4,64,3535583,1829522,7708753
4,65,3535555,1829535,7708767
4,66,3535583,1829522,7775500
4,67,3535555,1829535,7785437
4,68,3535566,1829161,7786402
4,69,3535606,1829161,7798799
4,70,3525400,1826608,7810682
4,71,3525400,1826608,7851498
4,72,3535606,1829161,7855807
4,73,3535583,1829522,7855935
4,74,3535521,1829038,7857380
4,75,3535583,1829522,7867499
4,76,3535583,1829522,7882236
4,77,3535583,1829522,7950898
4,78,3535606,1829161,7951038
4,79,3536371,1829730,7951566
4,80,3535721,1829488,7953359
4,81,3535808,1829584,7953395
4,82,3535802,1829586,7953429
4,83,3535912,1829615,7953570
4,84,3525400,1826608,8023693
4,85,3535583,1829522,8040443
4,86,3535523,1830072,8041585
4,87,3525388,1826079,8070230
4,88,3525400,1826608,8071024
4,89,3525400,1826608,8109071
4,90,3532284,1827061,8119096
4,91,3525400,1826608,8128299
4,92,3526542,1827560,8201806
4,93,3530870,1827290,8214137
4,94,3531289,1827659,8215299
4,95,3531448,1827690,8215481
4,96,3530426,1827605,8215876
4,97,3530197,1827929,8215908
4,98,3529352,1827800,8216085
4,99,3529352,1827800,8216313
4,100,3529552,1827676,8216346
4,101,3525400,1826608,8241889
4,102,3535583,1829522,8288017
4,103,3536071,1829638,8298649
4,104,3535974,1829606,8298686
4,105,3535583,1829522,8305167
4,106,3525400,1826608,8326969
4,107,3535583,1829522,8372121
4,108,3535555,1829535,8385279
4,109,3525400,1826608,8409547
4,110,3525400,1826608,8454330
4,111,3535583,1829522,8461938
4,112,3535583,1829522,8475759
4,113,3535583,1829522,8503133
4,114,3535583,1829522,8546160
4,115,3535555,1829535,8550237
4,116,3535630,1829554,8558393
4,117,3535587,1829631,8559276
4,118,3535912,1829615,8559738
4,119,3535583,1829522,8565140
4,120,3535519,1829587,8573819
4,121,3535582,1829631,8640829
4,122,3535583,1829522,8641102
4,123,3535587,1829631,8642928
4,124,3525863,1825779,8747850
4,125,3525528,1826624,8807487
4,126,3526074,1823913,8830274
4,127,3528305,1834657,8845253
4,128,3528440,1833212,8845319
4,129,3531549,1827727,8889575
4,130,3531448,1827690,8889681
4,131,3525400,1826608,8905643
4,132,3536034,1829600,8914255
4,133,3525400,1826608,9061783
4,134,3535583,1829522,9065693
4,135,3525400,1826608,9146797
4,136,3535555,1829535,9152449
4,137,3535583,1829522,9241549
4,138,3527671,1827814,9320105
9,0,6168388,1951479,9360688
9,1,6186564,1966092,9433865
4,139,3535553,1829150,9497457
4,140,3535583,1829522,9503800
4,141,3536071,1829638,9509672
9,2,6169933,1954526,9518653
4,142,3535583,1829522,9585555
4,143,3535583,1829522,9611779
4,144,3525400,1826608,9620413
4,145,3535583,1829522,9674987
4,146,3535583,1829522,9693152
4,147,3535583,1829522,9779507
4,148,3535555,1829535,9780056
4,149,3525400,1826608,9796337
4,150,3535555,1829535,9843402
9,3,6169862,1954820,9846425
4,151,3535583,1829522,9854458
4,152,3527671,1827814,9926362
4,153,3536933,1828619,9958493
4,154,3536869,1828426,9958625
4,155,3536981,1828550,9958717
4,156,3536933,1828619,9969487
4,157,3536386,1828758,9974101
9,4,6168259,1953230,10045912
4,158,3535583,1829522,10109042
9,5,6170311,1955623,10117757
4,159,3535583,1829522,10129715
4,160,3535583,1829522,10199475
4,161,3535583,1829522,10213279
9,6,6170311,1955622,10268599
4,162,3535583,1829522,10274373
4,163,3535583,1829522,10298663
9,7,6170215,1954459,10366189
4,164,3535583,1829522,10367728
4,165,3535523,1830072,10373867
9,8,6167108,1954817,10387560
9,9,6166805,1952920,10440561
9,10,6170208,1951103,10472509
9,11,6169899,1952541,10478306
9,12,6169933,1954526,10479613
4,166,3537243,1810605,10531797
4,167,150363,0,10556815
4,168,14169,71690,10563759
9,13,6170101,1952667,10565873
9,14,6168388,1951479,10572262
9,15,6170362,1954699,10624497
9,16,6170311,1955623,10628521
9,17,6161788,1958252,10629875
9,18,6170428,1951675,10633747
9,19,6169933,1954526,10635644
9,20,6168259,1953230,10646668
4,169,3132,99006,10740935
9,21,6171993,1956326,10743076
9,22,6170328,1951017,10821105
9,23,6167834,1951690,10822098
9,24,6168310,1951407,10822523
9,25,6169835,1954806,10884333
4,170,2939,99009,10900766
9,26,6179146,1957471,10901301
4,171,170,97833,10901684
4,172,0,97780,10901712
4,173,397,96783,10902364
9,27,6169792,1954492,10915252
9,28,6170311,1955622,10959746
4,174,2939,99009,10970401
4,175,2939,99009,10986678
4,176,170,97833,10988717
4,177,0,97780,10989030
9,29,6197513,1970926,10991141
9,30,6168759,1954709,11005857
9,31,6177734,1951481,11083522
9,32,6170101,1952667,11087195
4,178,2939,99009,11096504
4,179,14169,71690,11147940
4,180,150363,0,11157425
9,33,6187744,1964538,11163193
9,34,6168259,1953230,11261233
4,181,3525400,1826608,11306754
4,182,3535583,1829522,11317214
9,35,6170129,1954490,11322668
9,36,6169098,1954372,11403160
4,183,3535583,1829522,11418435
4,184,3534968,1831114,11430815
4,185,3535583,1829522,11484472
4,186,3535911,1829086,11496270
4,187,3535197,1829091,11501371
9,37,6170311,1955622,11565076
4,188,3535583,1829522,11585109
9,38,6169648,1954238,11594039
4,189,3536883,1829903,11662763
4,190,3536917,1829946,11668340
9,39,6169933,1954526,11770277
9,40,6168259,1953230,11778942
4,191,3529336,1820148,11831777
9,41,6164570,1948687,11860820
9,42,6163957,1948356,11863418
9,43,6168259,1953230,11882527
4,192,3535583,1829522,12002744
9,44,6169933,1954526,12021063
9,45,6170197,1954838,12207991
4,193,3536002,1829629,12275413
4,194,3537343,1810418,12278134
4,195,3535948,1820818,12362036
4,196,3529607,1827150,12448658
9,46,6167108,1954817,12462000
9,47,6164922,1951229,12526899
9,48,6164721,1951504,12623389
9,49,6164922,1951229,12623931
9,50,6168259,1953230,12688645
4,197,3535583,1829522,12779956
9,51,6170200,1952850,12798424
4,198,3527671,1827814,12814776
4,199,3525400,1826608,12863911
4,200,3536065,1829215,12880483
9,52,6172920,1959819,12885342
9,53,6170208,1951103,12899232
9,54,6170480,1954449,12964286
4,201,3525863,1825779,12964373
9,55,6187426,1969428,12969246
9,56,6178903,1960383,12973706
9,57,6170101,1952667,12986055
9,58,6169792,1954492,12990423
4,202,3529601,1827019,13052041
9,59,6165006,1947989,13134434
9,60,6169999,1954917,13139700
9,61,6170181,1954481,13141741
9,62,6169933,1954526,13142567
9,63,6166952,1951325,13207370
9,64,6164922,1951229,13231019
9,65,6168259,1953230,13499558
9,66,6178809,1954110,13659193
9,67,6169975,1954810,13747056
9,68,6170200,1952850,13751802
4,203,3525400,1826608,13813379
9,69,6169965,1953204,13825547
9,70,6169458,1953588,13829423
9,71,6165677,1951948,13836150
4,204,3535583,1829522,13917683
9,72,6170197,1954838,14019407
4,205,3535555,1829535,14103574
4,206,3535583,1829522,14103599
9,73,6162698,1949617,14103693
9,74,6169055,1951484,14165431
9,75,6193726,1970638,14168841
4,207,3567790,1747595,14174064
9,76,6197513,1970926,14180244
9,77,6170099,1954976,14194680
9,78,6164567,1950816,14196161
4,208,3525400,1826608,14197212
9,79,6170362,1954699,14253809
9,80,6169791,1954976,14275916
9,81,6179146,1957471,14282406
9,82,6170172,1953856,14433368
4,209,3525400,1826608,14464403
9,83,6173412,1956127,14607125
4,210,3534966,1829007,14607301
5,37,5887539,995423,14766417
4,211,3528111,1819731,14790732
9,84,6167108,1954817,14795119
4,212,3530612,1839193,14860163
5,38,3939477,1387691,15057353
5,39,4528868,2163079,15072841
5,40,4533639,2141071,15126276
9,85,6170200,1952850,15130782
9,86,6170424,1954644,15222205
4,213,3526006,1826648,15235159
4,214,3535583,1829522,15287708
9,87,6169921,1954713,15315149
5,41,4528868,2163079,15318496
5,42,5893278,986117,15329888
9,88,6169933,1954526,15389496
9,89,6170129,1954490,15393625
9,90,6181749,1954863,15401900
4,215,3741780,2000936,15404167
9,91,6178903,1960383,15404862
9,92,6177458,1954016,15407222
5,43,5893278,986117,15480762
5,44,8169756,2147251,15500381
4,216,3534695,1829409,15560054
9,93,6170311,1955623,15628232
4,217,3535054,1829278,15818492
9,94,6208878,1968782,15832375
9,95,6169699,1952877,16095760
4,218,3536933,1828619,16184377
4,219,3536933,1828627,16184516
9,96,6165677,1951948,16267073
9,97,6169599,1954237,16328144
9,98,6169458,1953588,16337658
9,99,6169965,1953204,16435425
9,100,6173805,1956336,16516275
9,101,6182797,1957169,16518002
9,102,6169896,1954665,16523052
9,103,6169942,1954617,16524923
9,104,6178548,1954468,16583083
9,105,6182022,1954633,16588020
9,106,6169718,1954719,16593852
9,107,6170295,1954560,16599441
9,108,6164561,1978318,16601784
9,109,6163901,1978559,16607869
9,110,6164065,1978478,16614029
4,220,3526921,1828785,16615990
9,111,6170158,1954962,16618162
9,112,6171704,1948006,16682254
9,113,6170362,1954699,16693193
5,45,8150461,2159762,16712324
9,114,6169757,1954666,17107551
9,115,6170208,1951103,17125059
9,116,6178903,1960383,17208764
9,117,6170197,1954838,17215015
5,46,8150479,2159811,17301784
5,47,8150461,2159762,17315660
5,48,8151176,2160582,17351233
5,49,8150306,2160294,17367694
9,118,6168259,1953230,17484439
9,119,6169458,1953588,17547248
9,120,6182775,1957198,17734880
9,121,6170644,1951471,17739980
9,122,6165167,1951355,17787477
9,123,6163901,1978559,17823108
9,124,6168259,1953230,17886832
9,125,6181034,1955235,17908627
9,126,6169098,1954372,17971578
9,127,6166985,1952376,18067706
4,221,3536211,1829416,18149646
9,128,6165677,1951948,18253558
9,129,6173412,1956127,18316053
9,130,6165677,1951948,18347041
9,131,6166819,1952572,18412319
9,132,6166192,1951445,18412570
9,133,6171704,1948006,18491525
9,134,6169458,1953588,18756438
9,135,6169098,1954372,18833952
9,136,6168759,1954709,18941715
9,137,6179258,1955366,19030614
9,138,6169648,1954238,19038862
9,139,6170311,1955623,19351407
4,222,3535320,1829097,19362135
9,140,6170311,1955622,19518745
9,141,6177628,1959533,19539532
7,0,5884104,992141,19551344
7,1,5884101,992151,19551449
4,223,3530683,1829566,19615876
7,2,5884655,992996,19631037
7,3,5887781,993037,19638189
7,4,5887163,993155,19651602
7,5,5887166,992985,19697545
7,6,5887478,992683,19698881
7,7,5885027,993810,19709801
7,8,5885437,993628,19773755
8,0,8150189,2158092,19788594
7,9,5885027,993810,19807045
7,10,5884172,992097,19810577
8,1,8150593,2157044,19830696
7,11,5885437,993628,19872397
8,2,8148694,2157772,19876922
7,12,5885437,993628,19951170
7,13,5885445,993495,19963647
8,3,8169756,2147251,19966535
8,4,8170221,2147478,19968234
7,14,5885437,993628,19973078
7,15,5886023,993622,19980994
8,5,3537243,1810605,19991598
8,6,3537624,1808856,19994726
8,7,3533679,1828737,20008424
7,16,5885437,993628,20034940
8,8,3534253,1829205,20053092
7,17,5885791,993382,20063208
9,142,6165677,1951948,20066412
7,18,5885810,993358,20073935
7,19,5885590,993217,20076113
7,20,5885769,993310,20083952
7,21,5885945,993044,20086112
7,22,5885931,993461,20087869
7,23,5885437,993628,20120405
7,24,5883384,993468,20133502
7,25,5885437,993628,20139843
7,26,5885437,993628,20158522
8,9,3534341,1829411,20159975
7,27,5886697,993563,20169521
9,143,6169641,1949262,20196945
7,28,5893278,986117,20220117
7,29,5887330,993656,20224575
9,144,6179256,1959132,20224891
8,10,3547695,1830516,20226889
7,30,5886339,997883,20229123
8,11,3531322,1907688,20233133
9,145,6179146,1957471,20233692
7,31,5887825,992885,20250313
7,32,5891110,1025665,20313486
7,33,5891110,1025665,20325746
7,34,5888096,996064,20331026
8,12,3534341,1829411,20346501
7,35,5885437,993628,20378265
7,36,5885445,993495,20396797
4,224,3535197,1829091,20398964
7,37,5887450,993606,20413720
8,13,3533679,1828737,20428164
7,38,5885437,993628,20467748
8,14,3558798,1791834,20479546
7,39,5885444,993510,20482519
7,40,5885445,993495,20482546
7,41,5885437,993628,20484412
7,42,5885810,993358,20491764
9,146,6170886,1952943,20495990
7,43,5887403,992462,20498575
8,15,3536694,1828726,20507671
7,44,5885561,995713,20508895
7,45,5885437,993628,20555017
8,16,3576258,1781314,20577598
8,17,3536568,1828631,20595704
7,46,5885437,993628,20638985
7,47,5885445,993495,20656696
7,48,5885437,993628,20666060
8,18,3536694,1828726,20668477
7,49,5887400,993040,20670108
7,50,5885561,995713,20680456
7,51,5887163,993155,20688609
7,52,5885437,993628,20739080
7,53,5885437,993628,20751530
9,147,6166663,1948223,20758242
7,54,5885194,990886,20770063
7,55,5887197,993165,20850485
8,19,3534341,1829411,20859952
8,20,3533679,1828737,20864033
7,56,5887403,992462,20901822
8,21,3534221,1829263,20910949
8,22,3532888,1827127,20912850
7,57,5886283,994205,20919141
7,58,5886233,994082,20921271
7,59,5886257,994074,20921412
7,60,5886286,994194,20921586
7,61,5886255,994163,20921638
7,62,5886285,994154,20921718
7,63,5886386,994027,20921963
7,64,5882114,996561,20925107
7,65,5885027,993810,20927004
7,66,5885437,993628,20984479
7,67,5885437,993628,21003423
8,23,3533919,1829069,21004222
7,68,5884989,991619,21015446
7,69,5884999,992895,21017400
7,70,5885134,994372,21022705
7,71,5885437,993628,21071214
7,72,5885445,993495,21083602
9,148,6173412,1956127,21091417
8,24,3533679,1828737,21125678
7,73,5885437,993628,21158995
9,149,6169757,1954666,21166768
7,74,5885437,993628,21170691
